"ID","Sentence","Emotion"
"3790","=))) y hệt đây là con lợn bố còn đây là con lợn mẹ đây là con lợn connnnnnn","enjoyment"
"5491","phương mai :)","enjoyment"
"4862","tôi đồng tình","other"
"3621","nha kyy ê đợt anh mặc quần này đi coi xiếc:)))","enjoyment"
"5148","chèn ơi idol nay có vợ rồi 🥰","enjoyment"
"1346","hồ yến nhi :))","surprise"
"2606","tư duy ngược🤡","disgust"
"5651","speaking đồ ha ai vé ry bu sì","other"
"4483","con trai thì sao bs","other"
"4676","dễ thương nhỉ","enjoyment"
"3032","hạnh phúc ngắn ngủi","sadness"
"5595","có 1 lý lẽ rằng: khi chuột ăn thóc con người nói chuột phá hoại khi người lấy mật ong người khen ong chăm chỉ câu hỏi phản biện: nếu không lấy mật thì ong có sử dụng mật làm việc gì ko","other"
"3443","có cái lồn nếu không phải tài khoản ảo thì chỉ có lừa đảo🤣","disgust"
"3489","gặp tôi chắc cho bay màu","anger"
"1297","ổng nghĩ mik bị hâm hả bây=)))","enjoyment"
"7436","quang nguyễn thầy oi thầy nói tiếng việt để e dịch sang tiếng anh đi thầy chứ em bó tay với quả này 😭","other"
"3293","mà cha mẹ có sợ em khổ đâu :))","sadness"
"5050","đồng hành cùng idol 7 năm cuối cùng cx đc thấy idol lấy vợ r 🥹 chúc mừng a zai nhé","enjoyment"
"3641","thanh vũ anh nè đúng không 🥹","sadness"
"5957","từ xưa từ lúc quen cho tới giờ đi ăn với chồng thì mình sẽ tự ước tính lượng đồ mình có thể ăn mà san đồ ăn cho chồng mình trước khi ăn chứ không nỡ để chồng phải ăn chỗ đồ mình ăn thừa thấy để ổng phải ăn đồ thừa thấy thương á","other"
"6483","combo mặt yên xe đạp vs thấm dai 🤣🤣🤣","disgust"
"6539","biết tại sao no bi xich rồi đó","enjoyment"
"1274","my my trúc trúc này vui nè em yêu","enjoyment"
"1198","ê tui thấy dị mà dễ thương chân thật á","enjoyment"
"5152","v o như này còn j bằng☺ tthao cn","enjoyment"
"2897","như một con trâu 🤣🤣","other"
"6124","thâm cái l hả :))","other"
"1029","trường giang đổi vai:)))","enjoyment"
"1925","nó bán thịt lợn chứ trâu đâu nó chẳng gỡ","disgust"
"4495","thời giờ có kiểu được phép khám bệnh quay clip đăng lên mxh nữa ha","surprise"
"3048","xuyên nhỏ lúc này được vậy nữa có con rồi còn được làm nũng nữa không 🥺","other"
"6191","cuối cùng cx thông đc não :)$","surprise"
"5699","nhu phuc quá tr cái cmt r😭😭😭","other"
"4003","quá rủi ro để share","enjoyment"
"3627","trần vương dám chơi không 😆","enjoyment"
"1959","giờ mua đại 1 bịch của thằng này xong đem xét nghiệm là ra thịt con gì ngay","other"
"5416","mình chẳng phải bênh phe nào nhưng cứ cảm giác is nó out trình quá xưa liên quân 6 nước còn đánh k nổi nhà nước non trẻ giờ is nó top về vũ khí rồi mấy ông kia càng đánh càng thua thôi","other"
"4885","mịa hợp lý đến mức bất hợp lý :)","surprise"
"1686","nguyễn minh phượng minh hậuthảo quyết minhminh joong kiuumai quốc ruộnghoa tường vyhoa hồng đen minh lớnhươnghoàng kenvân beiryyến xôitrần bảo ngọc hịn quá các b ơi","enjoyment"
"7247","nhà này sửa hết 350k≈1t3 mà cũng đẹp nhỉ","enjoyment"
"2337","kinh quá xoa bóp vú chó luôn","disgust"
"1918","đớp lòng se điếu no rồi","disgust"
"1547","ngu thì chết kêu cc","disgust"
"6857","xứng đáng nhận giải 😎","enjoyment"
"7298","kim ngọc cái nhà đỉnh thiệt chớ","enjoyment"
"2665","khoa le hai xin từ chối ☺️","other"
"1199","họ hạnh phúc tôi cười theo😂 quán này có hong đẹp đâu 🤣🤣🤣","enjoyment"
"4976","naomi bà cố nội của nyc còn tim ra nói chi dăm ba trà xanh 🤣","enjoyment"
"7026","tình yêu nam và nữ là cái mà thượng đế cài cắm vào trong gen của con người khi yêu nhau buộc phải gần gũi thể xác thì mới có thể sinh nở ra con đàn cháu đống để duy trì nòi giống đó là vấn đề sinh tồn của loài người nếu không có vấn đề thể xác thì loài người sẽ tuyệt chủng à mà không cũng không tuyệt chủng bởi vì có nhân bản vô tính","other"
"1585","người chứ phải trâu bò đâu mà ợ lên nhai lại","disgust"
"5073","s lại đổi nhạc của vid v","other"
"3914","ngọc trâmnhíu 😁","enjoyment"
"6899","anh chọn người cưới chưa","other"
"7461","điểu mai vân anh lặng thinh","other"
"3033","cưới xong ăn luôn à 😂","other"
"5376","lại đổ lỗi cho giáo viên","other"
"7514","nếu hộ kinh doanh bị truy thu 1 tỷ đồng tiền thuế thì doanh thu thực tế trong 7 năm ước tính từ 22 tỷ đến 50 tỷ đồng và lợi nhuận thu về khoảng 2–10 tỷ đồng tùy theo: • tỷ lệ thuế bị truy thu (2% hay 45%) • biên lợi nhuận kinh doanh thực tế (10–20%)","other"
"863","còn trường hợp khạc nhổ nữa cơ chỉ muốn vả vào mõm cho chừa","anger"
"3377","châu bé để thường xinh xinh quá","enjoyment"
"1086","t thay giống lắm roi đó thiện nguyễn","other"
"6628","tui thích ảnh nha 🤭🤭🤭","enjoyment"
"7154","và trong đó có tôi😂","enjoyment"
"3515","thùy nhung cũng cũng","other"
"1084","có dợ zui dữ dậy kiếm vợ mới được 😌","sadness"
"4069","hình ảnh của t mỗi lần 2 đứa con cùng ốm 1 lúc","other"
"3876","linnh traan bạn tồi quá trừ điểm chung thủy","other"
"3157","bọn súc sinh lố lăng tôi là hàng xóm tôi đốt con mẹ nhà","anger"
"5434","chạy kpi hả mấy anh","other"
"7100","nghe chưa vk hà sơry","other"
"4549","em năm nay hơn bốn trục mùa xu hào mà chưa biết uống cốc trà sữa bao giờ bác sỹ thấy em nghèo khổ quá","sadness"
"9","thanh thanh t nói xấu trc mặt luôn ý chứ sao phải nói sau lưng :))","anger"
"308","là đi too á hả :)))","enjoyment"
"4678","tình yêu này bình thường mà yêu thương nhau rồi k có j quan trọng hơn tình cảm ai cũng có lúc khó khăn mà","other"
"331","linh nguyen hồi đó đi làm kế toán coi chừng tàn canh ☺️","fear"
"5079","hời ơi quá đã chúc 2 bạn hạnh phúc","enjoyment"
"7109","kết bạn làm quen 😂😂","enjoyment"
"3124","xem chỉ biết cười :)))","enjoyment"
"2807","nhưng đổi lại ít đc pn hiểu nhỉ 😙😙","other"
"6609","chào anh đô :)))","other"
"4834","thật sự chia buồn cùng gia đìnhmình hay mua hàng chỗ c nàynam mô a di đà phật","sadness"
"5666","im very poosay🥰🥰","enjoyment"
"5963","ck t quen t từ 64 lên 84kg 🤣","enjoyment"
"2143","ê có khi nào mặc nhầm khum 🥲 trước đọc bài có bà mặc nhầm ấy chứ ko phải cố tình","surprise"
"2218","đáng yêu quá trời luôn mình thật sự cảm động khi xem video này nó làm mình cảm thấy ấm áp trong lòng ❤😊","enjoyment"
"706","công hoàng vai bac nink ngon nhi","enjoyment"
"3503","chuẩn bị cái thứ 21 🥲","sadness"
"6884","son thuy do có stk em chưa v","other"
"6386","làm vài chén rượu tê tê cái là nói bon mồm ngay 😁","other"
"1200","vũ thị tuyết hạnh dể thương dứ lắm xem đi cho duiii :)))","enjoyment"
"949","coi xong trầm cảm","sadness"
"277","phạm minh đọc cmt cười ẻ","enjoyment"
"3481","con điên chia tay đi","anger"
"4146","là vứt đó :))","other"
"1433","huỳnh hải đăng :> í kiến hem","other"
"392","nhưng dẫn đầu điểm thi thpt qg hay thì hsg qg quốc tế thì hs miền bắc áp đảo hoàn toàn","other"
"5956","ck t yêu t cũng tăng 13kg trong vòng 15 năm cưới 10 năm nay may k lên thành tạ 🫢🫢🫢🫢","other"
"7221","tôi cần chị này thiết kế lại căn nhà sàn 80m2 của ba mẹ toai","other"
"4984","doris nguyen thiếu sót của công an khi không tuyển bà :))))","enjoyment"
"4522","bọn trẻ bây giò ăn uốngsh tạp quá","disgust"
"844","nguyễn t hà oanh ấm rồi kh 300 củ kh mở mắt cho em","enjoyment"
"5154","tao sẽ chống mắt lên xem tụi bay hp đc bao lâu","other"
"6949","nó chuyển 2ngàn đồng cừ xểu","disgust"
"3764","xưa tôi cũng kêu em tôi là cục cứt bò tại nó quậy quá nhà kêu vậy cho dễ nuôi không biết dễ nuôi không chứ tôi mới kêu nó gọi tôi lại là bà già còn hay chê tôi đã già còn nói nhiều =))))))))","enjoyment"
"5782","khổ thân nhưng xin mọi ng đừng vừa đi vừa dùng điện thoai nữa","other"
"5140","cute vãi huhi","enjoyment"
"4249","dth vậy trời😻","enjoyment"
"2689","le phuong này lâu r 😄","other"
"3547","sau nhắn ok sếp là được rồi mà :(","sadness"
"6572","cưng quá đúng cam kkk","enjoyment"
"5922","nhìn cưng quá 😍😍","enjoyment"
"1964","bể nốt cho đủ mâm đang thiếu nè","disgust"
"5857","yêu quớ ih 🥰🥰","enjoyment"
"497","hạn 49 sợ quá 🥺","fear"
"3624","hoài an có vẻ cute =)))","enjoyment"
"3475","🙄chia tay mẹ đi khỏi thử bới cái gì cũng dính","anger"
"5862","ôi yêu thế 😍😍😍 💕💕💕","enjoyment"
"7283","bác sĩ bùi trang nhà người ta chỉ 19m2 thôi đấy","other"
"5271","chọn bạn mà chơi bố tôi dạy vậy","other"
"4634","em đáng iu z","enjoyment"
"4882","quá triết lý😭","other"
"5695","thủy tiên em đang pusy đừng có disturd me","other"
"3149","hằng milo nói không có đi 😏","disgust"
"6652","nhìn ngta tag nhau trong bl mà ham=)) hẹ hẹ hẹ","enjoyment"
"4752","chỉ cần v th đó tr 😭","enjoyment"
"2393","haha cười người đàn ông này 1 cái mình nói thật ở hoàn cảnh nào đi chăng nữa lấy nhau về nghĩ cho nhau thì làm cái này cái kia vun vén gia đình cùng nhau chứ ko phải lấy nhau về để sống cho đối phương mình lấy chồng nhưng kể cả khi trong túi mình còn đúng 500k mà mình tự nhiên thích ăn sầu riêng mình vẫn mua mình bảo chồng mình mua nhé chồng mình vẫn mua cho dù trong lòng hầu như vào ai thì cũng sẽ có 1 suy nghĩ là sao sắp hết tiền mà em ko biết tiết kiệm 1 tí và chồng mình không ngoại lệ đâu vì nhìn nét mặt là mình biết nhưng ko nói ra và vẫn đồng ý mua cho vợ mới là người biết nghĩ chồng chịu nhịn trước 1 quả sầu riêng lúc khó lúc gần hết tiền thì sẽ lấy được người vợ có thể cho chồng mọi thứ mà có khi cô ấy chưa chắc đã từng mua cho bản thân thế lên mom nói như vậy là đúng đấy mình đọc khi bạn nói lại chồng của bạn 1 cách thẳng tuột ntn thấy hả dạ quá cứ yêu thương bản thân mình nhất đi rồi mới yêu thương được người khác chứ đến bản thân còn để thèm khát không được ăn thì con mình chỉ có chết đói chết thèm thôi cuộc sống này sinh ra tính cách chứ tính cách không có từ khi sinh ra đâu ạ😄😄","disgust"
"4808","😭😭khổ thân quá là đau sót","sadness"
"6224","lúc cần thì kcolúc cs thì kh cần=)","disgust"
"2812","nói rất hay… có gia đình khá giả thì đàn ông dể thở hơn nhiều… ko có thì căng lắm đấy nhất là xh hiện tại…","other"
"91","thuy nguyen nói đi t quay","other"
"7272","thiết kế tốt quá","enjoyment"
"6115","nguyễn văn thịnh giống ông xẽ 😗","other"
"4759","bao giờ nó giàu rồi nói chuyện tiếp t không tin đàn ông có tiền mà chung thuỷ 🤣 thời chưa tới thôi","enjoyment"
"1122","haha dễ thương dzẫy chứ t ngại coi mấy cái video cầu hôn rình rang ồn ào trên mạng quá😂","enjoyment"
"7295","nguyễn quốc việt xịn xò quá nè","enjoyment"
"2956","ảo giác ôi 🙂‍↔️","surprise"
"3163","tụi mày đăng như vậy mà không sợ tao nghĩ quẩn à","enjoyment"
"7202","nhờ chị này gọn gàng và biết sắp xếp nên nhà mới được thế","enjoyment"
"6266","ai mượn vậy hả hảaaa","disgust"
"990","tui có hỏi mà hỏi một cách bth nha chớ hỏi như bà này ghê thiệt chớ","surprise"
"4216","rước về mik thành con ghẻ lúc nào không hay :)))","enjoyment"
"3701","con voi cái vòi đằng sau hoài vi","other"
"2819","k biết ai vất vả hơn ai nhưng đàn ông luôn mất trước đàn bà xóm tôi 90 % là như vậy","other"
"7193","về đây bên nhau☺️","enjoyment"
"6202","𝟗𝟗𝐕𝐈𝐍𝐀 𝐂𝐚𝐬𝐢𝐧𝟎 𝟎𝐧𝐥𝐣𝐧𝐞 đ𝐚̆̉𝐧𝐠 𝐜𝐚̂́𝐩 𝐡𝐚̀𝐧𝐠 đ𝐚̂̀𝐮 🟡 3 năm bền vững hiện tại chế độ nạp rút 11 siêu tốc ko mất phí cùng các đại lý và nph 🟡 𝐋𝐢𝐧𝐤 𝟗𝟗 : 𝟗 𝟗 𝐯 𝐢 𝐧 𝐚 𝐜 𝐜","other"
"3859","xong thằng nhỏ bị đánh vì nói mẹ nó là tó thiệt là đời đúng tó lun","other"
"1185","ngưởi hp là tôi cười điên từ đầu tới cuối","enjoyment"
"3161","tao bị 24/7 cơ hôm nào mệt cũng cố cười cam chịu thôi 😮‍💨","sadness"
"4989","khánh đèo k hề thua luôn liếc mắt là biết tất tần tật","other"
"328","chà chuyến đi này hơi lâu nhỉ","surprise"
"2549","lol pake nó vậy","disgust"
"1398","dươnq dươnq liệu có nhầm lẫn khi ở bệnh viện ko vậy 😃","other"
"576","nguyễn wuy cơm mều hong :))","enjoyment"
"4602","lâm hoài thương meme mới","other"
"25","bởi chĩa cam t t ngại lắm có ft thì k","other"
"6349","làm lít rượu nói bon ngay🤣","enjoyment"
"981","hoàng ánh giống lắm chuyện quá","enjoyment"
"3788","con tôi tháng 9 này được 4 tuổi 1 lần tôi cũng gọi nó là thằng chó con của mẹ sau nó lại nói leo mẹ chó của con bực thật mình bảo con không được gọi mẹ thế mẹ gọi yêu con thế chứ con không được gọi mẹ như thế tầm này chúng nó giỏi bắt chước thật 😔","anger"
"5138","tới được ngày thấy ảnh lấy vợ r)","enjoyment"
"5383","nhận sai khi bị phát hiện","other"
"3581","tự nhiên sắp được làm bà chủ🤩","enjoyment"
"7546","quay lại thời kỳ đồ đá rồi","other"
"2972","cưới thôi quỳnh thanh 😓😂","other"
"4362","xin vía may mắn cho con gái đỗ nv 1 ạ","other"
"1772","“những gì không mua được bằng tiền thì sẽ mua được bằng rất nhiều tiền” câu nói này vẫn nguyên giá trị 🤣","enjoyment"
"7252","linh vo vào nhà này là tự khắc giảm cân luôn","enjoyment"
"422","cái đường nó đông xe cộ lắm đi lại phải cẩn thận","fear"
"39","bạn thân không ác thì ai ác 🤣","disgust"
"7226","xem chi phí thiết kế mua sắm thì cũng khá tiền","other"
"13","cường trần đọc hiểu còn đéo xong bày đặt đi phản biện :))","anger"
"5981","đan lê lúc yêu có 55kg à giờ đứa 60 đứa 75kg😱","surprise"
"5432","2 cực 1 là mẽo 1 bên nga tàu","other"
"6791","k sao cả 😆 đây là triêu trò của cậu bé đó cho các bạn cười để thua 🤣🤣🤣","enjoyment"
"5618","hình như đa phần vậy","other"
"4551","anh em nhớ tên vân anh chưa 😅🤧😂","enjoyment"
"3412","vũ phương thảo hề hề:)","enjoyment"
"417","một lúc mất 3 người thân","sadness"
"5849","cute quá chời","enjoyment"
"2750","đàn ông vất vả là điều đuong nhiên","other"
"6944","10000₫ của ít lòng nhiều mong mẹ tròn con vuông","disgust"
"6096","tâm hảo hihi chỉ chờ mình ăn k hết 🤣","other"
"2215","cún ơi sao thấy cưng vậy có bầu thì có chứ em vẫn là em mà","enjoyment"
"5877","đáng yêu thế chứ lị","enjoyment"
"1094","nguyễn nguyên phúc vk có thế k hh","other"
"3105","hàng vạn người chết khát kẻ kia lại chết chìm :dddd","other"
"27","chỉ có mình coi nó là bạn thân thôi còn nó thì chưa biết","disgust"
"5927","tan chảy vì iem🥰","enjoyment"
"4653","mình đi chơi ví còn 12k đến khi bị rơi người ta trả lại còn cười nhỉ hà chung ngân","enjoyment"
"656","cây vải lớn cmay toàn nghĩ cgi th:))","other"
"4285","minh quen nhau thoi treco the gio minh van giu duoc mot tinh cam tri kykhong vuot qua gioi han co duockhongkhong mat nhaunhung khong muon phien den aico duoc khong","other"
"3340","dọc hay ngang thì không nói","other"
"4366","xin vía đỗ tốt nghiệp 🍀💯💯💯💯🥰","enjoyment"
"3366","ý là anh tự hào về nụ cười của em đó chứ","enjoyment"
"7076","dong yen nhi anh cút đi","anger"
"1373","dương ngọc phá đâu đến để duy trì nòi giống cho họ nhà mình chứ kkk","enjoyment"
"1658","phạm mai hương về học lại đi kìa🙂","disgust"
"3220","hoang mang vãi lồn luôn 🤧","fear"
"5429","giã mạnh vào🤣🤣🤣","enjoyment"
"3506","sau có gái nhắn thì trả lời là sủa đi con đĩ là ok nhé","anger"
"1587","ngu thì cho nó $ thôi :))","disgust"
"3574","dinh thi huong giang quen quen :))))))))","other"
"5726","tuyệt đối nhạy cảm","other"
"1990","bảo nó mang sổ đỏ đi cắm mà k ai tin","other"
"6764","việc nhảy rất quan trọng 😁🙏🙏🙏","enjoyment"
"5567","người để xuất này hết việc để làm quản lý không được nguồn cung quản lý không được người hútdân đen (nhân viên quán không dám báo cáo) bị phạt 10 triệu lãng xẹt","other"
"3403","thúy hằng đừng thắc mắc","other"
"5751","xoài chua nè","other"
"1827","ở tù chẵng khác nào chạy án treo trung quốc là xử tử hếtkể cả a làm tướng","other"
"5632","không phải là cái gì cũng biết bởi sự thật khắc nghiệt vô cùng thoáng qua ngũ sắc cầu vồng chỉ là góc nhỏ mênh mông ý trời một bài chia sẻ tuyệt vời","enjoyment"
"6525","kkk mặt như cái yên xe đạp","enjoyment"
"1311","là hâm cơm í cha :)","enjoyment"
"2416","có bị cận đâu viết to thế 🥹","sadness"
"1270","kiểu gì 100% có nhiều ng đang tự cười alone :)))🤡","enjoyment"
"6305","đúng đời:))))","enjoyment"
"7324","nguyễn mai thảo vô đây coi","other"
"6039","hoàng tùng bọn kia kêu ah gầy 😃","other"
"2543","thiến mẹ cho rồi","anger"
"4779","là khách thường xuyên mua hàng với cháu thương cháu quá lý ơi nãy tin ls đưa lên cô gọi điện cho cháu chuông vẫn đổ nhưng cháu k còn nữa rồi mong cháu sớm được siêu thoát🙏🙏🙏xin chia buồn cùng gia đình","sadness"
"1606","đăng tin thì phải có hình ảnh thực tế chứ đừng có ở nhà gõ phím như đúng rồi","other"
"2276","yêu em quá luôn","enjoyment"
"243","việc đột xuất mà chị nghỉ cỡ đó","other"
"6335","nếu có kiếp sau thì a sẽ làm thánh","other"
"6173","thu thuỷ đọc xem hiểu ko đã hãng đọc bình luận :)))))","enjoyment"
"3498","xấu trai và nhà nghèo 1 là tài khoản ảo 2 là lừa đảo tôi thuộc số 2","other"
"5116","ê tr ơi cutie","enjoyment"
"4392","chắc chắn đỗ nv1 chắc chắn đỗ nv1 chắc chắn đỗ nv1 ☘️☘️☘️☘️☘️☘️","other"
"1280","fb hôm này như này là quá đủ r 🥲","sadness"
"4311","chuẩn ty đẹp không cần phô trương hoa mỹ","enjoyment"
"821","quá đãnước vịt lộn húp còn thấy đắng","enjoyment"
"872","thằng này là cầm thú","anger"
"2951","chúc mừng hai em","enjoyment"
"142","khỏi phải thắc mắc tao kể mày mày đừng kể ai nhá","other"
"160","hà my gì z má :))","surprise"
"6314","tiêu chuẩn kép của bố mẽo :)))","disgust"
"6663","trọng lê kiến văn bỏ đi mà lm người=))","disgust"
"5430","yemen sắp bị chết như i ran","other"
"2542","ăn cân cherry 500k chắc ck bạn đuổi khỏi nhà mất😂","disgust"
"1685","vu tuyet tuong mạnh nhầy","enjoyment"
"1019","nguyễn tùng chinh em có hong anh🗿","other"
"3411","khánh linh hihi","enjoyment"
"1181","có khi nào cho t về thời ko có smasphone dc ko chứ ở đây t xem mà mệt luôn á 🤦","sadness"
"6340","ô hô ti vi nhà cô chú cũng có thời sự ạ :d","surprise"
"5064","dễ thương quá dị","enjoyment"
"6834","giải nhất trao cho e 🥰🥰🥰","enjoyment"
"233","710 năm chắc đi too 😂","enjoyment"
"5","phạm pm rõ ràng 🥹","other"
"6420","đăng khôi áp lực 😂","fear"
"5468","chiến tranh có tính lây lan giống như di tiểu tiện một đứa đi cả lũ đi theo","other"
"6592","lại mèo cam ak=)))","surprise"
"4619","từ ngày lớn biết đi học biết yêu đương cho tới lúc xây dựng gia đình và có tới 3 đứa con thì quan điểm của tôi là không dựa dẫm vào bất kì ai vì mình có chân mà có công việc mắc mớ gì mk phải bắt người khác nuôi mình mình tự chi trả cho mk được mà vợ ck củng hỗ trợ nhau chứ kp một người liệt một người đi làm đâu mà quan trọng họ sống ntn với mk thôi","other"
"1828","nó có nộp tiền thì những người all in theo nó cũng đéo lấy đc về đồng nào","disgust"
"4738","e cũng muốn ăn phở chỗ đấy anh ơi","other"
"7232","rộng quá chỉ tổ phải dọn đi làm suốt ngày thì đã có không gian cả thành phố bắc kinh rồi nhà cũng chỉ cần như cái phòng ngủ mà thôi","enjoyment"
"2945","chuột : “em có rồi anh mèo ” mèo : “thiệt không ”","other"
"4370","chỉ cần vậy thoi hẹ hẹ","enjoyment"
"6297","tấn tài l này chứ ai","anger"
"828","dạo này bọn 4 chân manh động quá lên phường nhiều mà vẫn ko sợ","anger"
"7123","lê thị thanh thư chị á","other"
"6664","wuju gabu đấyyyy","other"
"2391","mấy cái th hèn kém mới thở ra được mấy câu này với vk mình lun á :)))","anger"
"5558","ngăn ntn 😂😂😂","other"
"1882","nghi minh lớ ngớ là vô trỏng an lòng xe điếu chắm chẳm chéo liền nhe e","disgust"
"3181","khanh linh nên nũng nịu khi anh giận :))","other"
"7046","những trường hợp có tính dục mà không tình yêu rất nhiều nhưng đó là cảm xúc nhất thời và họ cả thèm chóng chán luôn săn con mồi mới","other"
"3027","hạnh phúc nhá","enjoyment"
"5139","huhu cho tôi iu đương với dễ thương chết được😍😍","enjoyment"
"966","hoàng bảo cái khúc móc móc cho cho y chan m dị 🤣🤣","enjoyment"
"1300","bà k ác ai ác nx ^^","disgust"
"7183","có ai thuộc team với t không: t ăn hết k chừa cái nào","other"
"2182","ê nó phản cảm ngay lúc m zoom m chụp xong m lên mạng nói dăm ba lời văn chương m cho là hay","anger"
"586","đằng tử tình yêu phiên bản ko cơm áo gạo tiền","other"
"3313","sẽ cố gắng từng ngày 🍀","enjoyment"
"3932","trần thy pải chớ ❤️","enjoyment"
"5013","kiểu nghi cái gì là đúng cái đó","other"
"4226","mua hai con về bố t chăm nó thành heo 🥹","other"
"1608","chúa không bảo vệ được sao","disgust"
"772","ngu dốt nhất là sử dụng bạo lực để giải quyết vấn đề ở năm 2025 này =))))","anger"
"4324","hà thị đào chửi còn dg dữ chứ lị","other"
"3741","tôi ôm 2 đứa con rồi bảo “mẹ yêu cả 2 đứa” con chị 4 tuổi nghe thế bảo “con yêu mẹ yêu cả em con yêu cả 2 đứa” 😂","enjoyment"
"5506","rất rủi do để tác vk vào 🤣","enjoyment"
"6425","yến trang nghe khó quá 🥲","sadness"
"6225","biến mẹ luôn đi:)))","anger"
"4509","bọn trẻ bây giờ sh bừa lắn thích là làm theo ý mình tình trạng này quá phổ biên nhé","disgust"
"1295","ê coi chừng nha 🫵","fear"
"7533","event hot nhất hè : phụ kiện 99k nhận quà miễn phí tại 495 trương định🔥🔥🔥 ️🎧 phụ kiện chính hãng đồng giá: 99k 199k 249k ️🎶 deal âm thanh xịn giảm tới 18 triệu 🎁 đến là nhận quà miễn phí : ko cần mua hàng ‼️ duy nhất giờ vàng : 17h00 19h00 | 3 ngày 20 2206 ‼️ fstudio| fptshop số 495 trương định (ngã 4 tân mai) ⚠️ lưu ý: số lượng quà & sản phẩm giá sốc có hạn bạn nhanh chân nha fstudio by fpt chuyên gia hàng đầu sản phẩm apple ☎️ hotline: 0961512555","other"
"5134","tui ko có ý j đâu clip cưng nhưng mà sao cái mặt mon nó vậy con mascot mặt lầy quá","disgust"
"7218","ở bắc kinh thì đúng là phồn hoa đô thị đó nhưng nếu nhà bạn 25 m2 mùa đông thì không thấy ngột chứ mùa hè nguyên tắc của không gian là cứ để thêm bất cứ cái gì vào trong đó thì lượng không khí sẽ ít mà","other"
"3699","nguyễn thị lan anh mua nó mình ơi 😂","enjoyment"
"3239","tôi nghe từ bỏ cha mẹ khổ","sadness"
"2678","hiểu chua việc gì cũng phải dậy","other"
"2532","ck tao ko ăn nhưng thấy vợ thích vẫn bảo vợ mua mà ăn hoặc đi mua giùm luôn chả qua nhiều khi mình muốn tiết kiệm chút chứ ăn gì ai cấm :))","enjoyment"
"4191","thuy vy nhìn y chang khoai tây","other"
"3810","gọi nó “con h ơiiii” (tên nó) nó gọi “con mẹ ơi” 😆","enjoyment"
"2346","mấy em cún cỏ thích gãi bụng","enjoyment"
"5388","lương cao nhất đẳng bùn","sadness"
"5714","toi rat lon 👍","other"
"3338","nguyễn thị kiều trang bà đi niềng răng hết xinh rồi 🥴","enjoyment"
"4681","là sao không hiểu gì cả","other"
"7333","khánh thiện 19m2 🤣","other"
"6145","thâm thúy thật","other"
"927","làm ơn đừng xem bố mẹ b sẽ qua đời sau 5 năm hãy bình luận vào 5 video để xoá lời nguyền này sorry t bị épbây giờ bạn sẽ có 5 nămkhông may mắn trừ khi bạn đăng câu này trên 5 vd khác nhau~~ đã bảo rồi mà ko nghe người ta cơ 🙂 tui chỉ bị ép hoi 😭","other"
"6474","biết tại sao nó màu cam ko 🤣","enjoyment"
"6133","vá sạn gì cũng được mà","other"
"691","phạm văn đạt wtf ng hai phong :(","surprise"
"2578","phải chi lúc trước amber bảo depp lấp cái bồn trong giường ngủ vậy thì đâu đến nổi thua kiện","other"
"3036","nhìn có tướng phu thê thật chắc là sau này sẽ hạnh phúc lắm","enjoyment"
"5404","chắc cô giáo bận bịu lên quên thôi đừng nặng lời tội nghiệp các cô lắm phụ huynh à","sadness"
"2878","điều đương nhiên phận đàn ông 13 bến nước","other"
"4301","chắc không có đâu","other"
"2207","tr tr chị em cùng cha khác ông nội nhưng con này k bầu nó mập","enjoyment"
"1871","cứ hoabanfood bác tân mà mua hehe","other"
"2142","thực tế do màu quần chứ k phải do kiểu quần đây người vẫn mặc màu đen thâyd bt","other"
"6042","nguyễn quốc sao giống mình quá ta","other"
"783","gặp người yếu thế lại là phụ nữ nên nó càng làm tới thứ sv này chỉ có cho đi đầu thai chứ hết thuốc chữa","anger"
"6130","logo page mình đâu bạn ❗️","other"
"6065","trần thanh thanh chắc có mình tui ko có trường hợp như này","other"
"84","mọi người ơi ai mà bị lừa làm nhiệm vụ nhận hoa hồng hay đầu tư tiền ảo chứng khoán mà mất tiền thì nhắn tin qua cho e chỉ cách cho mà lấy lại tiền ạ đảm bảo uy tín không mất đồng phí nào đâu ạ vì e cũng là nạn nhân vậy nên muốn chia sẻ lên đây để hỗ trợ cho mọi người ạ 😳😳","other"
"6863","xứng đáng đoạt chức vô địch","enjoyment"
"5119","anh dương fg đó hả =)))","surprise"
"1578","con chó hoà rẻ rách bú đẫm","disgust"
"2046","thành tinh moẹ r","surprise"
"7224","gặp hà nội tắt điện nhiều nhà còn chưa tới 10m2 mà nhà 34 thành viên vẫn ở tốt 😖","other"
"843","đcmn súc vật súc sinh vô học","anger"
"6843","chắc chắn bé giải đặc biệt về tinh thần của vđv rồi","enjoyment"
"7279","có vẻ làm content thôi chứ 19m2 thế này thì nhà quá ảo diệu","surprise"
"149","hoang chou rắn","disgust"
"7456","đề dị qs v =))))🤗😅💀🥰","surprise"
"2475","ra chợ mần 1 rổ về cho nó tởn hết tiền a tiền e phạm tuan hèkkk","enjoyment"
"3458","thôi chia tay mẹ đi phải tôi tôi cũng chia tay con này","anger"
"1878","trâu trên bản có giấy kiểm dịch không nhỉ","other"
"3507","lan anh mệt mỏi không","other"
"6737","giải nhất luôn","enjoyment"
"2924","nguyên quang huy :)))","enjoyment"
"835","hóng ngày mai🫢","other"
